Date,Open,High,Low,Close,Adj Close,Volume
17/09/2014,29.4755,29.803499,29.356001,29.664499,29.664499,34390000
18/09/2014,29.752501,29.878,29.650999,29.863501,29.863501,29890000
19/09/2014,29.974501,30.27,29.888,30.27,30.27,83832000
22/09/2014,30.125,30.190001,29.656,29.863501,29.863501,35644000
23/09/2014,29.75,29.8325,29.511999,29.559,29.559,28074000
24/09/2014,29.578501,30.005501,29.514999,29.921,29.921,35160000
25/09/2014,29.849501,29.9035,29.237,29.262501,29.262501,33420000
26/09/2014,29.296499,29.4785,29.25,29.395,29.395,25782000
29/09/2014,29.091499,29.4655,29.078501,29.390499,29.390499,22874000
30/09/2014,29.3745,29.549999,29.225,29.4205,29.4205,31430000
01/10/2014,29.34,29.436001,28.900999,28.981501,28.981501,28954000
02/10/2014,28.9,29.162001,28.702499,29.044001,29.044001,30726000
03/10/2014,29.205,29.414499,29.174999,29.3125,29.3125,24290000
06/10/2014,29.497499,29.620001,29.27,29.389,29.389,25722000
07/10/2014,29.245001,29.2925,28.705,28.705,28.705,30914000
08/10/2014,28.7395,29.234501,28.382,29.187,29.187,44158000
09/10/2014,29.0805,29.126499,28.4515,28.540501,28.540501,48234000
10/10/2014,28.373501,28.761499,27.7505,27.759501,27.759501,59574000
13/10/2014,27.7565,28.044001,27.2215,27.237499,27.237499,55116000
14/10/2014,27.507,27.931499,27.225,27.4345,27.4345,52198000
15/10/2014,27.104,27.195999,26.421,27.036501,27.036501,76720000
16/10/2014,26.35,27.0495,26.247499,26.846001,26.846001,76100000
17/10/2014,27.022499,27.172501,25.9205,26.1485,26.1485,119930000
20/10/2014,26.022499,26.658001,25.957001,26.618999,26.618999,54964000
21/10/2014,26.863501,26.938499,26.51,26.901501,26.901501,49190000
22/10/2014,27.0525,27.538,27.011499,27.134501,27.134501,59474000
23/10/2014,27.414,27.870001,27.275,27.682501,27.682501,43026000
24/10/2014,27.749001,27.75,27.257999,27.445,27.445,43508000
27/10/2014,27.388,27.700001,27.360001,27.493999,27.493999,31934000
28/10/2014,27.585501,27.959999,27.5215,27.947001,27.947001,34774000
29/10/2014,28.0425,28.248501,27.799,27.922501,27.922501,41066000
30/10/2014,27.9125,28.125,27.606501,28.0135,28.0135,32250000
31/10/2014,28.415001,28.436501,28.240499,28.393499,28.393499,46810000
03/11/2014,28.1765,28.3575,28.081499,28.188499,28.188499,30834000
04/11/2014,28.058001,28.2395,27.915001,28.209499,28.209499,27726000
05/11/2014,28.3395,28.344999,27.7075,27.797501,27.797501,32906000
06/11/2014,27.775,27.84,27.528999,27.584499,27.584499,33014000
07/11/2014,27.780001,27.780001,27.467501,27.591,27.591,31782000
10/11/2014,27.620001,28.0315,27.580999,27.911501,27.911501,26090000
11/11/2014,27.926001,28.125,27.812,28.064501,28.064501,21966000
12/11/2014,28.057501,28.0625,27.775,27.9125,27.9125,21882000
13/11/2014,28.040501,28.041,27.7045,27.822001,27.822001,30220000
14/11/2014,27.9,27.9,27.6255,27.759501,27.759501,28502000
17/11/2014,27.759501,27.759501,27.222,27.332001,27.332001,33612000
18/11/2014,27.3965,27.6395,27.190001,27.2255,27.2255,36440000
19/11/2014,27.237499,27.410999,26.959499,27.360001,27.360001,30346000
20/11/2014,27.1045,27.268999,27.075001,27.188,27.188,35016000
21/11/2014,27.552,27.552,27.25,27.2945,27.2945,50120000
24/11/2014,27.328501,27.5595,27.2075,27.374001,27.374001,33076000
25/11/2014,27.3605,27.625,27.345501,27.4615,27.4615,38072000
26/11/2014,27.4615,27.493999,27.261499,27.386499,27.386499,29604000
28/11/2014,27.35,27.48,27.224001,27.454,27.454,24202000
01/12/2014,27.254499,27.439501,26.931,26.9825,26.9825,39888000
02/12/2014,26.9725,27.092501,26.733,26.929501,26.929501,41480000
03/12/2014,26.875,27.070499,26.7605,26.848499,26.848499,32476000
04/12/2014,26.882,27.134501,26.744499,27.129,27.129,32598000
05/12/2014,26.834999,26.91,26.363001,26.403999,26.403999,61402000
08/12/2014,26.461,26.691,26.35,26.536501,26.536501,64566000
09/12/2014,26.294001,26.8325,26.1705,26.8055,26.8055,43322000
10/12/2014,26.795,26.968,26.3745,26.402,26.402,46222000
11/12/2014,26.5005,26.851999,26.458,26.605499,26.605499,41426000
12/12/2014,26.372,26.612,26.073,26.0755,26.0755,47314000
15/12/2014,26.188,26.268499,25.77,25.792,25.792,52352000
16/12/2014,25.68,25.778999,24.859501,24.908001,24.908001,86998000
17/12/2014,24.993,25.453501,24.9555,25.3225,25.3225,72788000
18/12/2014,25.7995,25.8125,25.327999,25.731001,25.731001,77534000
19/12/2014,25.849501,26.040501,25.443001,26.002001,26.002001,97442000
22/12/2014,26.0305,26.6485,26.029499,26.615,26.615,66390000
23/12/2014,26.7255,27.115,26.686001,26.938499,26.938499,57544000
24/12/2014,26.941,27.0145,26.754999,26.8465,26.8465,14754000
26/12/2014,26.8465,27.1625,26.7745,27.076,27.076,22270000
29/12/2014,27.025,27.196501,26.858,26.865499,26.865499,44300000
30/12/2014,26.747999,26.892,26.6805,26.764,26.764,20972000
31/12/2014,26.886999,26.92,26.51,26.533001,26.533001,24648000
02/01/2015,26.629999,26.790001,26.393999,26.477501,26.477501,26480000
05/01/2015,26.3575,26.3995,25.887501,25.973,25.973,41182000
06/01/2015,26.025,26.060499,25.2775,25.332001,25.332001,54456000
07/01/2015,25.547501,25.574499,25.182501,25.2575,25.2575,46918000
08/01/2015,25.0755,25.375,24.750999,25.345501,25.345501,73054000
09/01/2015,25.409,25.43,24.932501,25.035999,25.035999,42000000
12/01/2015,24.962,25.014,24.5455,24.853001,24.853001,57138000
13/01/2015,25.1285,25.43,24.863001,25.09,25.09,60958000
14/01/2015,25.021,25.413,24.908001,25.296499,25.296499,52800000
15/01/2015,25.4445,25.487499,25.1005,25.2005,25.2005,51068000
16/01/2015,25.157499,25.5425,25.154499,25.523001,25.523001,49658000
20/01/2015,25.6385,25.7805,25.4685,25.497,25.497,46796000
21/01/2015,25.542,26.092501,25.4795,26.019501,26.019501,46356000
22/01/2015,26.15,26.941999,26.095501,26.865,26.865,56068000
23/01/2015,26.901501,27.2705,26.7875,27.0975,27.0975,45966000
26/01/2015,27.075001,27.075001,26.6035,26.836,26.836,30932000
27/01/2015,26.57,26.639,26.042999,26.0595,26.0595,39148000
28/01/2015,26.25,26.2845,25.6175,25.6215,25.6215,35822000
29/01/2015,25.645,25.759501,25.174,25.661501,25.661501,79018000
30/01/2015,25.950001,27.155001,25.909,26.877501,26.877501,121108000
02/02/2015,26.716,26.825001,26.086,26.610001,26.610001,75378000
03/02/2015,26.497,26.872499,26.3405,26.665001,26.665001,47062000
04/02/2015,26.657,26.8375,26.251499,26.305,26.305,33896000
05/02/2015,26.3965,26.5345,26.282,26.491501,26.491501,33176000
06/02/2015,26.550501,27.011,26.432501,26.694,26.694,42938000
09/02/2015,26.552999,26.694,26.377501,26.464001,26.464001,30314000
10/02/2015,26.6075,27.049999,26.4585,27.007999,27.007999,47430000
11/02/2015,26.9865,27.0975,26.799999,26.9,26.9,38306000
12/02/2015,26.983,27.417,26.85,27.300501,27.300501,48590000
13/02/2015,27.3755,27.627001,27.33,27.558001,27.558001,47382000
17/02/2015,27.558001,27.65,27.163,27.2505,27.2505,39174000
18/02/2015,27.191,27.377501,26.977501,27.1325,27.1325,31164000
19/02/2015,27.123501,27.343,27.0375,27.3225,27.3225,30834000
20/02/2015,27.379,27.379,26.905001,27.09,27.09,38234000
23/02/2015,26.950001,26.965,26.6,26.75,26.75,32906000
24/02/2015,26.577499,26.969999,26.549999,26.932501,26.932501,28406000
25/02/2015,26.922001,27.4785,26.900499,27.366501,27.366501,40836000
26/02/2015,27.287001,28.0065,27.254499,27.9645,27.9645,54032000
27/02/2015,27.907499,28.471001,27.8515,28.1315,28.1315,68328000
02/03/2015,28.35,28.7995,28.157499,28.750999,28.750999,50406000
03/03/2015,28.817499,29.0425,28.525,28.939501,28.939501,50526000
04/03/2015,28.848499,29.081499,28.625999,28.9165,28.9165,37964000
05/03/2015,28.981001,29.16,28.911501,29.071501,29.071501,35918000
06/03/2015,29.1,29.139,28.603001,28.645,28.645,37592000
09/03/2015,28.546,28.772499,28.452499,28.705,28.705,23478000
10/03/2015,28.424,28.488001,27.990999,27.9925,27.9925,40080000
11/03/2015,27.99,28.209,27.7705,27.7845,27.7845,40524000
12/03/2015,27.924,28.091999,27.776501,28.0585,28.0585,35602000
13/03/2015,27.9615,28.218,27.5165,27.65,27.65,35428000
16/03/2015,27.8465,28.1875,27.566,28.082001,28.082001,36856000
17/03/2015,27.914499,28.032,27.720501,27.880501,27.880501,28892000
18/03/2015,27.886499,28.3255,27.674999,28.308001,28.308001,35324000
19/03/2015,28.226,28.348,28.106001,28.1835,28.1835,24660000
20/03/2015,28.335501,28.355,28.224001,28.247499,28.247499,44320000
23/03/2015,28.299999,28.482,28.153,28.268499,28.268499,30234000
24/03/2015,28.427,29.094,28.404499,28.877001,28.877001,79156000
25/03/2015,28.8785,29.0035,28.35,28.35,28.35,53070000
26/03/2015,28.2325,28.359501,27.915501,28.181999,28.181999,49842000
27/03/2015,28.091499,28.203501,27.8465,27.877501,27.877501,34552000
30/03/2015,28.012501,28.108,27.8395,28.056999,28.056999,24788000
31/03/2015,27.896999,28.122499,27.7335,27.735001,27.735001,34932000
01/04/2015,27.741501,27.924999,27.3015,27.474501,27.474501,38902000
02/04/2015,27.370501,27.4,27.021999,27.0655,27.0655,47760000
06/04/2015,26.941999,27.277,26.785,27.1975,27.1975,33718000
07/04/2015,27.2495,27.507999,27.179501,27.243,27.243,27318000
08/04/2015,27.299999,27.575001,27.299999,27.441999,27.441999,28386000
09/04/2015,27.460501,27.4685,27.0975,27.400999,27.400999,32366000
10/04/2015,27.4785,27.4925,27.249001,27.427,27.427,26104000
13/04/2015,27.352501,27.6635,27.315001,27.431999,27.431999,29326000
14/04/2015,27.328501,27.328501,26.787001,26.989,26.989,47206000
15/04/2015,26.898001,27.1595,26.6185,27.052,27.052,46962000
16/04/2015,26.9175,27.261499,26.905001,27.176001,27.176001,31722000
17/04/2015,26.865499,26.99,26.450001,26.636999,26.636999,49234000
20/04/2015,26.6875,27.290001,26.6675,27.2265,27.2265,38508000
21/04/2015,27.3155,27.3885,27.1105,27.146,27.146,29128000
22/04/2015,27.153,27.549999,27.066,27.459,27.459,31806000
23/04/2015,27.5205,28.0585,27.504,27.872999,27.872999,78184000
24/04/2015,29.002501,29.235001,28.4175,28.683001,28.683001,92168000
27/04/2015,28.6385,28.775999,28.115,28.306,28.306,48062000
28/04/2015,28.216,28.3915,28.048,28.2185,28.2185,37178000
29/04/2015,28.025499,28.292,27.950001,28.0695,28.0695,33622000
30/04/2015,27.927999,28.0555,27.336,27.438499,27.438499,47240000
01/05/2015,27.525499,27.561001,27.192499,27.558001,27.558001,36572000
04/05/2015,27.5495,27.834499,27.369499,27.642,27.642,35260000
05/05/2015,27.507999,27.630501,27.1185,27.152,27.152,28528000
06/05/2015,27.132,27.196501,26.612,26.754,26.754,39034000
07/05/2015,26.795,27.26,26.672501,27.101999,27.101999,31844000
08/05/2015,27.443501,27.639999,27.401501,27.4475,27.4475,28226000
11/05/2015,27.4245,27.668501,27.280001,27.289,27.289,21858000
12/05/2015,27.140499,27.148001,26.75,26.936501,26.936501,35282000
13/05/2015,27.0235,27.191999,26.948999,26.974501,26.974501,24238000
14/05/2015,27.1985,27.484501,27.125,27.459999,27.459999,31736000
15/05/2015,27.519501,27.530001,27.125,27.324499,27.324499,33440000
18/05/2015,27.191,27.417,27.112499,27.3335,27.3335,26706000
19/05/2015,27.4,27.67,27.356001,27.464001,27.464001,47126000
20/05/2015,27.546,27.803499,27.254999,27.6255,27.6255,30840000
21/05/2015,27.51,27.880501,27.465,27.8405,27.8405,34170000
22/05/2015,27.723,27.912001,27.681,27.726,27.726,24266000
26/05/2015,27.629,27.6665,27.1485,27.359501,27.359501,37474000
27/05/2015,27.434,27.7645,27.329,27.7125,27.7125,34844000
28/05/2015,27.689501,27.788,27.540001,27.709,27.709,23544000
29/05/2015,27.66,27.697001,27.252001,27.266001,27.266001,43446000
01/06/2015,27.436501,27.5285,27.179001,27.460501,27.460501,33210000
02/06/2015,27.3715,27.939501,27.327499,27.6975,27.6975,31842000
03/06/2015,27.754999,27.8995,27.6075,27.7645,27.7645,26710000
04/06/2015,27.608999,27.798,27.455999,27.584499,27.584499,26866000
05/06/2015,27.6,27.6665,27.368999,27.4765,27.4765,24396000
08/06/2015,27.480499,27.4935,27.147499,27.174,27.174,27336000
09/06/2015,27.171,27.242001,26.942499,27.108,27.108,30016000
10/06/2015,27.285,27.739,27.255501,27.629999,27.629999,30316000
11/06/2015,27.724501,27.741501,27.4585,27.502001,27.502001,25872000
12/06/2015,27.3575,27.442499,27.2815,27.373501,27.373501,25468000
15/06/2015,27.136499,27.202499,26.960501,27.15,27.15,27150000
16/06/2015,27.224001,27.334499,27.078501,27.2435,27.2435,32526000
17/06/2015,27.271,27.417999,27.0905,27.33,27.33,24440000
18/06/2015,27.4,27.862499,27.4,27.809,27.809,41192000
19/06/2015,27.826,27.8955,27.613001,27.875999,27.875999,59290000
22/06/2015,27.970501,28.2805,27.945499,27.983999,27.983999,34752000
23/06/2015,27.9895,28.245001,27.8575,28.1695,28.1695,31396000
24/06/2015,28.124001,28.132,27.8405,27.928499,27.928499,28924000
25/06/2015,28.014999,28.157,27.872999,27.897499,27.897499,26684000
26/06/2015,27.9855,28,27.592501,27.653,27.653,43676000
29/06/2015,27.3375,27.545,27.011999,27.0625,27.0625,37756000
30/06/2015,27.254499,27.295,26.976999,27.002001,27.002001,34510000
01/07/2015,27.183001,27.290501,26.988001,27.165001,27.165001,30760000
02/07/2015,27.237,27.4,27.178499,27.367001,27.367001,28124000
06/07/2015,27.112499,27.429001,27.105,27.281,27.281,25614000
07/07/2015,27.3715,27.549999,26.9925,27.501499,27.501499,33578000
08/07/2015,27.280001,27.414,27.059999,27.084999,27.084999,27662000
09/07/2015,27.432501,27.444,27.231001,27.2325,27.2325,29766000
10/07/2015,27.685499,27.9645,27.6,27.8055,27.8055,43436000
13/07/2015,27.9755,28.6425,27.934999,28.5865,28.5865,41792000
14/07/2015,28.725,29.4855,28.7085,29.209,29.209,74832000
15/07/2015,29.187,29.4345,29.0105,29.198,29.198,41466000
16/07/2015,29.475,30.225,29.396,30.089001,30.089001,112642000
17/07/2015,34,35.150002,33.900002,34.980999,34.980999,257162000
20/07/2015,34.449001,34.889999,34.088501,34.641998,34.641998,102436000
21/07/2015,34.243999,35.279999,34.2075,34.767502,34.767502,75604000
22/07/2015,34.701,35.6665,34.581001,34.755001,34.755001,83100000
23/07/2015,34.592499,34.803501,33.579498,33.7365,33.7365,76232000
24/07/2015,33.838501,33.8895,32.659,32.738499,32.738499,82622000
27/07/2015,32.578499,33.3535,32.577499,32.913502,32.913502,58382000
28/07/2015,33.088001,33.205002,32.670502,32.983002,32.983002,34364000
29/07/2015,33.112999,33.1665,32.641998,33.071499,33.071499,36756000
30/07/2015,32.872002,33.4025,32.584499,33.228001,33.228001,39606000
31/07/2015,33.235001,33.25,32.860001,32.875,32.875,34922000
03/08/2015,32.882999,33.3335,32.882999,33.236,33.236,31348000
04/08/2015,33.216999,33.400002,33.025501,33.063999,33.063999,26188000
05/08/2015,33.287498,33.995499,33.278999,33.664501,33.664501,36448000
06/08/2015,33.699501,33.737499,33.036499,33.5075,33.5075,40660000
07/08/2015,33.389,33.439999,32.943501,33.219501,33.219501,27544000
10/08/2015,33.3545,33.581001,33.011501,33.157001,33.157001,34458000
11/08/2015,34.979,35.200001,34.216,34.514999,34.514999,109880000
12/08/2015,34.724499,34.799999,34.025501,34.573502,34.573502,58498000
13/08/2015,34.459999,34.7015,34.109001,34.3255,34.3255,36354000
14/08/2015,34.202,34.612999,34.145,34.468498,34.468498,27598000
17/08/2015,34.402,34.737,34.153,34.705502,34.705502,24680000
18/08/2015,34.553501,34.787998,34.265999,34.436501,34.436501,27710000
19/08/2015,34.505501,35.009998,34.34,34.702,34.702,50194000
20/08/2015,34.455002,34.807999,33.764,33.973999,33.973999,57798000
21/08/2015,33.551998,33.644501,32.154999,32.2015,32.2015,91880000
24/08/2015,30.030001,31.384001,29.654499,30.9055,30.9055,129788000
25/08/2015,32.323502,32.349998,30.5835,30.623501,30.623501,71430000
26/08/2015,32.154999,33.124001,31.518499,32.987,32.987,87740000
27/08/2015,33.599499,33.699001,32.555,33.397999,33.397999,58974000
28/08/2015,33.287998,33.349998,32.6875,32.984501,32.984501,38836000
31/08/2015,32.716999,33.220501,32.317501,32.390999,32.390999,38936000
01/09/2015,31.6905,32.222,31.253,31.478001,31.478001,51458000
02/09/2015,31.9,32.252998,31.532,32.245499,32.245499,37630000
03/09/2015,32.3965,32.5625,31.6905,31.852501,31.852501,34572000
04/09/2015,31.485001,31.725,31.325001,31.448,31.448,40478000
08/09/2015,32.049999,32.251999,31.645,32.194,32.194,39092000
09/09/2015,32.594002,32.868,32.044998,32.170502,32.170502,40978000
10/09/2015,32.195,32.744999,32.084999,32.554001,32.554001,27850000
11/09/2015,32.510502,32.765499,32.370499,32.764999,32.764999,34892000
14/09/2015,32.781502,32.796001,32.474998,32.623501,32.623501,29942000
15/09/2015,32.835499,33.442501,32.667,33.253502,33.253502,35546000
16/09/2015,33.2775,33.4035,33.110001,33.276001,33.276001,26252000
17/09/2015,33.3745,34.099499,33.25,33.5835,33.5835,47752000
18/09/2015,33.252998,33.492001,33.001499,33.046001,33.046001,72544000
21/09/2015,33.275501,33.450001,32.900002,33.348999,33.348999,39094000
22/09/2015,32.873501,32.941002,32.251499,32.66,32.66,54362000
23/09/2015,32.645,33.014,32.536499,32.664501,32.664501,29160000
24/09/2015,32.448502,32.838501,32.108501,32.745499,32.745499,38692000
25/09/2015,32.929001,32.929001,31.983,32.0075,32.0075,48480000
28/09/2015,31.952499,32.142502,30.892,31.2125,31.2125,47646000
29/09/2015,31.275,31.733999,30.901501,31.130501,31.130501,42130000
30/09/2015,31.591499,31.9655,31.4575,31.918501,31.918501,52954000
01/10/2015,31.896999,32.192001,31.556,32.099998,32.099998,42506000
02/10/2015,31.900499,32.849998,31.674999,32.849499,32.849499,48788000
05/10/2015,33.080002,33.651501,32.793499,33.584,33.584,37960000
06/10/2015,33.467499,33.939999,33.153999,33.582001,33.582001,42774000
07/10/2015,33.869999,33.937,32.905499,33.5,33.5,44354000
08/10/2015,33.4725,33.594501,32.724499,33.349998,33.349998,39308000
09/10/2015,33.3745,33.704498,33.118,33.562,33.562,32124000
12/10/2015,33.459499,33.898998,33.362,33.821499,33.821499,26684000
13/10/2015,33.713001,34.423,33.655499,34.158501,34.158501,42446000
14/10/2015,34.186501,34.501999,33.945,34.0205,34.0205,31292000
15/10/2015,34.262501,34.708,34.219501,34.651001,34.651001,47156000
16/10/2015,34.77,34.811001,34.455002,34.765999,34.765999,36316000
19/10/2015,34.700001,35.012001,34.6105,34.997501,34.997501,30172000
20/10/2015,34.894501,34.900002,33.683998,34,34,52434000
21/10/2015,34.1605,34.244999,33.535,33.59,33.59,31952000
